TARGET,epeRes,epeCom,epeInd,expQ,impQ,expBasic,expSemi,expManuf,expAgroDolar,anfaveaProd,anfaveaLic,cagedTransf,cagedConstr,cagedCom,cagedServ,ipa,cambio,poup,m1,m2,ibov,embi,RecRFBIPCA
0.2642386975,-0.1728815851,0.1472573747,0.2728402656,0.2865612384,0.1933577654,0.128512882,-0.5668572833,0.9010760707,-0.01180629395,-1.654491494,0.1760977525,0.568936508,0.374395112,0.361953309,0.2667918457,0.3204998075,0.05220790856,0.01846028929,0.4555265252,0.2608133764,0.0271730642,0.2048510536,0.882336056
-0.000384475816,0.1395017192,0.136667855,-0.4652807041,-0.4731363001,-0.1334182379,-0.2490541457,-0.2450014942,-0.7172007583,-0.2304381016,-0.112061587,0.21574446,0.5059241739,0.3991731227,0.3370526627,0.2676709215,0.3001446704,0.0304975857,0.02449218501,0.303323952,0.2427533198,0.09543670749,0.1309208301,0.5624704595
-0.000384475816,-0.07296802866,0.1805588823,-0.2522356096,-0.4332301944,-0.7107172803,-0.1981354961,-0.756099383,-0.4167524732,-0.339381405,0.08436364632,0.2409706819,0.4395252555,0.4072885041,0.3326291051,0.2878646488,0.2950781086,0.09485061252,0.03499123542,0.2929730632,0.2485526501,0.1153295238,0.178002589,-0.2235595195
-0.000384475816,0.08699936427,0.3253911217,0.09882965542,0.1098836024,-0.03096104347,0.1869355489,-0.4654231917,0.2578878175,0.301493413,0.7721292991,1.048817665,0.3982162509,0.4413651451,0.3279946533,0.3034400334,0.2747229715,0.02944891414,0.03784765166,0.2814569194,0.2481577033,0.09267604269,0.1933987388,0.2421404375
0.2453410519,0.07871729028,0.3187221342,0.170817174,0.2441995267,-0.3822033748,0.5140836168,-0.208795585,-0.08997886478,0.598585706,0.5814290814,0.66463442,0.3985590266,0.4715866731,0.3311952545,0.3210580044,0.2645750901,-0.118565803,0.04027126902,0.294595078,0.2520894202,0.2701219648,-0.09961819041,0.3687082555
0.2453410519,-0.05433700919,0.06515037271,0.06372849378,0.1810376813,-0.1601552867,0.4540622694,-0.1005934398,-0.1108180419,0.6568251883,0.7402894296,0.8015752831,0.3986618566,0.5073384529,0.3389201171,0.3335894216,0.2589835606,-0.3589528355,0.05530455949,0.3023702118,0.2650190269,0.4248848906,-0.4065827336,0.02063111662
0.2453410519,-0.1896209516,-0.06843127038,0.1788701001,0.5656777899,-0.08611296042,0.7260416739,0.3016485415,0.3260204047,1.009135623,0.8581128432,1.312049018,0.4013479872,0.5456242721,0.3482602107,0.3394067393,0.2419787614,-0.385436279,0.07082380415,0.342317974,0.2850759672,0.4545857302,-0.4629250583,0.2177343373
0.4783279958,-0.09409498712,-0.08988187998,0.3626624281,0.4956419188,0.2320317114,0.619647684,0.4626274038,0.3101643752,0.52573783,0.8162097623,1.180225717,0.4206760118,0.6112533206,0.3625216504,0.3469408265,0.2298996054,-0.4857822772,0.1048705373,0.319195962,0.2882378673,0.4547651359,-0.575664012,0.3553753296
0.4783279958,0.04680549581,-0.007404664014,0.5661783917,0.4169265738,0.1204966901,0.5403549734,0.5508158358,0.1852811093,0.4970761986,0.9264800515,0.9171746656,0.49543379,0.6908483326,0.3914534401,0.3713828312,0.2316432894,-0.4679519019,0.1238621898,0.344318303,0.2939626214,0.5654509167,-0.5392118019,0.1196038796
0.4783279958,0.0533014902,0.09872650789,0.6396127084,0.3330713616,0.5108558852,0.3096104726,0.412182668,0.4421732605,0.2623510586,0.7516261917,1.385666252,0.6351086656,0.7544264974,0.4166033859,0.3892473132,0.2425995152,-0.6115312556,0.1439159401,0.387267348,0.3107824118,0.6226772435,-0.7782176539,0.06614808485
0.5357484433,0.1035109646,0.209484851,0.7809361982,0.3570800267,0.5516967882,0.3208416654,0.6451543171,0.4493992326,-0.09451194551,1.090666601,1.261940142,0.7170693299,0.80448196,0.4507493563,0.4088567884,0.2422505692,-0.6585550902,0.1539714846,0.3876165311,0.3068372959,0.7245907003,-0.7369969533,0.7523422407
0.5357484433,0.1535344827,0.361821335,0.7217516258,0.02075407579,0.3934736835,-0.04110070352,0.2276924333,0.2047706776,-0.3438926358,0.9073555083,0.8511202864,0.7588395385,0.8409643484,0.5070676692,0.4328435952,0.2410289523,-0.6495210798,0.1788664515,0.4455964653,0.3204478942,0.7651008214,-0.7992260835,0.8557283296
0.5357484433,0.260940202,0.5384520079,0.6404922257,0.2871068694,0.4483670981,0.02323858439,0.04718484133,0.8940734772,-0.2998309989,0.5430448114,1.249116439,0.5731633146,0.744682475,0.5112958224,0.407541126,0.2413778286,-0.6624570446,0.2192879014,0.5913167101,0.3520558285,0.8061495321,-1.100303821,0.9588593042
0.4601897453,0.415222707,0.4092107714,0.276569875,-0.3506745925,0.2802889072,-0.2490541457,-0.4650051695,-0.2520529806,-0.4942069408,0.4741373569,0.4179645691,0.6492365116,0.8506372129,0.509021673,0.4226070472,0.2651160057,-0.4829309671,0.2355172197,0.4802721597,0.333454535,0.8152505478,-0.7782176539,0.8745994514
0.4601897453,0.2762955819,0.4275395453,0.5737385092,-0.1695206024,0.3113030883,0.004676114093,-0.3914162076,-0.2023461663,-0.2718166058,0.5052080179,0.5101406093,0.716409511,0.9176634385,0.514854072,0.4484216814,0.2885099531,-0.5670092954,0.2456371523,0.4678545941,0.3364209231,0.7638572737,-0.9160927886,0.09740964197
0.4601897453,0.3804189817,0.5730354586,0.8722792199,0.4777069978,0.9592352402,0.5756985573,-0.06813447384,0.5003330826,0.508455338,1.175841732,1.742013083,0.795320231,0.9905463317,0.5296397256,0.4787701782,0.2876374571,-0.6075738581,0.2532091668,0.4923164879,0.3499628794,0.8246109329,-1.160771858,0.3651510846
0.6728161083,0.3791397698,0.4940262697,0.9376159748,0.3328033477,0.67695367,0.5864400856,-0.3286269817,0.1441947911,0.7610808438,0.8451774258,1.109830929,0.8846694731,1.063413322,0.5493454215,0.5059006416,0.2949492475,-0.677285786,0.2651002065,0.4891044078,0.3463351653,0.8372037633,-1.066732927,0.7400639342
0.6728161083,0.1863814,0.3031062681,0.9810754516,0.612543907,0.7359465821,0.7722464636,0.2695774092,0.3956304622,0.8424845972,1.023649867,0.8447683942,0.9500046469,1.135581592,0.5706344671,0.529261662,0.3407479752,-0.5593780464,0.2799095438,0.5019444581,0.3584185622,0.695978254,-0.7712746553,0.4018503702
0.6728161083,0.1715670274,0.1671635933,1.045291695,0.5425417744,0.85835381,0.5782112242,0.5529756464,0.4721777559,0.5439258967,0.9192473614,0.9637021542,0.9969450974,1.182619108,0.5836772713,0.5444638834,0.3480597654,-0.5797815781,0.3014862857,0.5210376265,0.3762725993,0.71108129,-0.6836108359,0.4443322885
0.8275167199,0.06764711058,0.05065078173,1.095785488,0.5644523284,1.131049713,0.5590901216,0.6699681471,0.5722014753,0.6221998379,0.9725992895,1.330949224,1.040397102,1.251942074,0.5977362768,0.5605209759,0.3564136005,-0.6402441416,0.3325244773,0.5265672933,0.3855221406,0.7277486517,-0.9236831553,0.6228872794
0.8275167199,0.2322617618,0.1852048489,1.158031428,0.7077589121,1.146781254,0.6824263131,0.5751103793,0.7287755679,0.592856208,1.106136027,1.419909853,1.112352815,1.32486183,0.6289970436,0.5947759996,0.3806679944,-0.6419030796,0.3456980503,0.5600841955,0.4059533784,0.7764836516,-0.7851903871,0.4937293257
0.8275167199,0.2727911042,0.3031062681,1.13735151,0.5997579655,1.335799129,0.5872725917,0.4894543346,0.6767805527,0.5578437871,0.8744316177,1.371544026,1.211747006,1.364243392,0.6551392165,0.619434253,0.3860677526,-0.728907723,0.3687164443,0.5909250675,0.4323896479,0.8001783927,-0.9857146848,0.5266005394
0.8249595389,0.2933349858,0.3337076331,1.14911906,0.513703802,1.108157172,0.4362964063,0.7067002751,0.6704107863,0.3585947701,0.994423579,1.338212241,1.258955149,1.386592785,0.6929906047,0.6418690318,0.3928582872,-0.7186093552,0.3837578344,0.59544643,0.4424679622,0.8536326523,-1.251246839,0.8585309844
0.8249595389,0.2985629455,0.3994641369,1.101507004,0.370058669,1.210899596,0.2415840206,0.9311598083,0.5255085109,0.1837372103,1.058213452,1.548034507,1.247478656,1.37831356,0.7522935956,0.6618042519,0.4058936344,-0.6977181611,0.4019510391,0.6385242775,0.4679960548,0.8491981567,-1.050203539,0.6670115093
0.8249595389,0.4434312556,0.6456070269,1.040756077,0.7285541351,0.8986017718,0.6195311085,0.4562838351,0.9606933875,0.2408257634,0.7603209049,1.940150537,1.088505186,1.244592235,0.7580811477,0.6352064142,0.4097274416,-0.76937732,0.4292563482,0.7359518155,0.516582445,0.8146556799,-1.125944205,1.464840302
0.7248931642,0.6509242225,0.6178915642,0.7442818118,-0.1675698996,0.6936000099,0.003317871715,-0.1028436269,-0.211640016,0.03405950019,0.5308216865,0.7791686961,1.145167175,1.307309834,0.7508999862,0.6528372444,0.4205102952,-0.7589062638,0.4370788394,0.6307011447,0.5057228203,0.8379843093,-1.214451359,1.29908853
0.7248931642,0.4864028001,0.6586248308,0.7529257116,0.05528298047,0.7911357387,0.119044692,-0.2002876862,0.2000171684,0.1279365602,1.012731217,1.074832269,1.205158537,1.365637487,0.759378207,0.6912173837,0.4331992943,-0.7766755424,0.441195181,0.6172568878,0.5205343428,0.7752913597,-1.232745155,0.3736484579
0.7248931642,0.5289062902,0.6795410783,1.048588263,0.3626502479,1.038548757,0.3746522976,0.2395679576,0.5117644758,0.8152891808,1.015611257,1.36367195,1.220276169,1.373651976,0.75771558,0.7077132212,0.4405110846,-0.8246562409,0.448813418,0.6084440934,0.5418820708,0.7889561338,-1.269961191,0.6251438783
0.9130963475,0.4160677126,0.6420930611,1.108855559,0.360794835,1.012072712,0.5565479169,-0.0448245308,0.1074867093,1.097481409,0.9130249274,1.214603524,1.272092076,1.428776511,0.7768913272,0.737161449,0.450600278,-0.9086957587,0.4500463188,0.5920960332,0.5476279385,0.793049941,-1.308047857,1.014741387
0.9130963475,0.3740187248,0.4898127201,1.076129046,0.673195979,1.193270596,0.7561315201,0.429508866,0.4932177872,1.134186703,1.082951593,1.467603706,1.315393179,1.479024314,0.7884779556,0.7552762435,0.4561739433,-0.8985298823,0.4529636004,0.5979653311,0.5659718925,0.7193031669,-1.251246839,0.6162280991
0.9130963475,0.2569818899,0.3370281253,1.130036366,0.7315441702,1.148813583,0.5896488509,0.7784009953,1.034069155,1.004676924,1.01352819,1.348217709,1.338155783,1.531833052,0.802423892,0.7684116989,0.4584403933,-0.9276000055,0.4608631642,0.6179639422,0.5864778112,0.6895639921,-1.459376276,1.016894248
1.009040397,0.3697460476,0.3008691238,1.1499298,0.5489617507,1.121682249,0.5576379165,0.782147693,0.4848971931,0.8204332932,1.109157059,1.364492707,1.362023851,1.575233898,0.815622212,0.7793782498,0.4572187765,-0.93507827,0.4870564938,0.6123714557,0.6010419028,0.6497306383,-1.397147146,1.148069994
1.009040397,0.4008295452,0.4243127631,1.31671531,0.9318754542,1.491232709,0.8217230183,1.337000715,0.8940734772,1.081635988,1.233602802,1.541147876,1.398925461,1.628581566,0.8355370475,0.8028366722,0.4652253323,-0.8873351522,0.5014322011,0.592881399,0.6189697582,0.4985925219,-1.083431849,0.7126125355
1.009040397,0.5354674279,0.5477802902,1.268377932,0.6412626281,1.288372319,0.6365792549,0.8273525921,0.5822318787,0.9982084349,0.7288349182,1.41039359,1.465816498,1.670488012,0.8544444307,0.8261308516,0.476008186,-0.5094996851,0.5212550119,0.6271450234,0.6417780395,0.5359236175,-0.5212872461,0.7223881223
0.9575491056,0.4697709764,0.5699538004,1.24446776,0.5246800818,1.244544831,0.5792869022,0.4527897444,0.4789410543,0.7297713591,0.8125626541,1.135370399,1.47076288,1.689864414,0.8812262933,0.8448521476,0.4911201795,-0.7370916841,0.5313768242,0.6170761352,0.6466589306,0.5185613986,-0.827665771,1.072392627
0.9575491056,0.4438507381,0.5965622942,1.169356111,0.5492083561,1.406014543,0.5275802984,0.8711141208,0.5196252106,0.6725798617,0.8326408466,1.492354146,1.414106589,1.657690258,0.9272523173,0.8579034815,0.495824133,-0.5671433912,0.5380620929,0.6546922748,0.666948404,0.575350592,-0.8493263659,0.8311893605
0.9575491056,0.5186323763,0.7409858252,1.087193392,0.6557404297,1.01604606,0.666984181,0.2253122674,0.7937233257,0.5236947262,0.7298336396,1.702322493,1.265111372,1.533158114,0.9226003024,0.8324449541,0.4856762517,-0.481636023,0.5552684829,0.7540751816,0.6974110679,0.5825490186,-0.969983831,1.383342267
0.8134367236,0.6469443795,0.7253692707,0.7873823877,-0.1024201736,0.9173847277,0.05859480763,-0.01289899884,-0.2229255615,0.2764679061,0.2410642509,1.018076716,1.302432641,1.606798551,0.9077448577,0.8467990024,0.4793845188,-0.6653876304,0.5621803757,0.6455357972,0.6810613383,0.6554844341,-0.8712790226,1.427478376
0.8134367236,0.6089320415,0.7940872413,0.9952181328,0.2050797667,0.7135733075,0.1987358555,0.2578079964,0.3988895299,0.3494561523,0.330440821,0.8283488432,1.321809292,1.653727339,0.9052389192,0.873296603,0.4785120228,-0.7075018546,0.5673397707,0.6324519139,0.6853315981,0.7548148556,-1.083431849,0.5218244524
0.8134367236,0.8301231466,0.9930630568,1.207627109,0.5501945437,1.048068882,0.6644907947,-0.118637407,0.5137314138,0.9810444571,1.141104536,1.315683233,1.316883623,1.713055375,0.9079948512,0.8946170211,0.4839117804,-0.5521704964,0.5810705291,0.6390551613,0.6962726083,0.7771903246,-1.241969716,0.8922953731
0.964402469,0.6975823744,0.9106339688,1.187916565,0.3303899762,0.9908812543,0.5898862873,-0.4474951796,0.07486066132,0.9978661565,0.7730921058,0.9147193532,1.347267252,1.778866008,0.9227155229,0.9154998244,0.5067892559,-0.4610102811,0.5929884365,0.6449541542,0.6934223818,0.6954385403,-1.151994852,1.085169139
0.964402469,0.5387438644,0.7013060059,1.079819336,0.7669318108,1.227987734,0.844235681,0.6116796076,0.4975678441,1.41646176,0.9368937678,1.198951238,1.367662482,1.802473564,0.9268708066,0.9272031296,0.5239754271,-0.2990191007,0.6165305461,0.6480009849,0.7089196283,0.5763276871,-0.7167714671,0.7069611731
0.964402469,0.5685149456,0.634046451,1.036629932,0.3509655652,1.060408221,0.4997223513,-0.01216864487,0.2352889519,1.055920117,0.8685667808,1.73802875,1.377785168,1.810796683,0.9318324789,0.9343180659,0.538914461,-0.300220213,0.6364384408,0.676194925,0.7236728341,0.5184644296,-0.9313090741,0.8220047332
1.137701664,0.4316674008,0.506109055,1.05929013,0.6082085689,1.042633075,0.6335768288,0.7746501018,0.4940091329,1.065931418,1.052210627,1.818282311,1.403257074,1.850694441,0.9416547437,0.9442700934,0.5559278781,-0.2661007244,0.6644560587,0.6771426518,0.7295411283,0.5173102836,-1.178469105,0.9093359329
1.137701664,0.5754154527,0.6446034349,1.227275756,0.770104491,1.199539725,0.756774884,0.7993860393,0.7346660806,0.9449390467,1.282462819,2.191970799,1.420107315,1.869122683,0.9552122893,0.9573287623,0.564108082,-0.2811925448,0.6794594018,0.6843690176,0.7393235906,0.6006123482,-1.196360831,0.6642843982
1.137701664,0.6265838011,0.7429324849,1.205216907,0.4989124011,0.9346154593,0.5653681692,0.4128259799,0.4389566368,0.8185062762,0.9642912495,1.204800018,1.488431079,1.885509845,0.9706529669,0.970577998,0.5773165774,-0.2890727313,0.7005569715,0.7188620782,0.751630754,0.6415898032,-1.337209186,0.6851060256
1.085947299,0.6421632038,0.7864185784,1.195164391,0.7478138808,1.317775254,0.5613868154,1.309798533,0.9358680957,0.768695112,1.217742388,1.65094948,1.506953678,1.872509074,0.9911794744,0.9777496174,0.5701491952,-0.2882357407,0.7144343089,0.7116034292,0.7546559397,0.6092451064,-1.42796442,0.963695857
1.085947299,0.817946487,0.9993501836,1.163696332,0.5949166714,1.366276256,0.4862460522,0.7740726682,0.8128175529,0.5894968682,1.152296009,1.411434937,1.480731933,1.810291113,1.036412863,0.9869937024,0.5708468782,-0.1989213509,0.7302376666,0.7730529148,0.7645604999,0.578319092,-1.469983029,0.8424148093
1.085947299,0.7773377377,1.012333902,0.9010271245,0.4923673117,0.9442087918,0.5419448226,0.5744974968,0.4292879307,0.404535465,0.7920010438,1.783253376,1.299087786,1.665148891,1.036823944,0.9518627962,0.5800686077,-0.2736943279,0.7586193029,0.910997331,0.7843289352,0.6312143377,-1.591459267,1.406800294
0.9538528096,1.071005625,1.066378806,0.7021886525,-0.07593265215,1.297022524,-0.06997534634,0.5387570433,-0.06833210315,0.4441147517,0.9813821957,1.40875515,1.345962608,1.720369321,1.009123437,0.9546915012,0.5917181494,-0.3401939242,0.7696970725,0.7693552328,0.7593939381,0.6733798308,-1.448838177,1.607083396
0.9538528096,0.9068687118,0.9921638749,0.8824406284,-0.168219971,0.8116988156,0.03227463175,-0.2438274322,-0.2072344067,0.4779789437,0.5569365942,0.6726521066,1.37809408,1.747515323,1.005246052,0.9776283619,0.5971179071,-0.3560006617,0.781198627,0.7673889431,0.7588994883,0.5932094338,-1.223572563,0.5099393504
0.9538528096,0.8626608834,1.042128537,1.032088027,0.3639747316,1.141547966,0.3712641387,0.4470642673,0.470982794,1.015519144,1.253609655,1.166395124,1.402888335,1.780916032,1.006713128,0.993901111,0.605124463,-0.3092475413,0.8009000091,0.7954362182,0.7791618007,0.5685573623,-1.125944205,0.6425352244
1.170624429,0.8418831621,0.9993501836,1.212846032,0.5639619818,1.436984333,0.6742161534,0.320546487,0.3968529894,1.43516665,1.408288523,1.5896606,1.444306788,1.833706415,1.013955074,1.012474034,0.6139990866,-0.3238827469,0.8124561521,0.7736157429,0.7775939785,0.5209417955,-1.269961191,1.104005947
1.170624429,0.8190896643,0.900004051,1.203609589,0.7223330378,1.373474073,0.8441340478,0.3678190619,0.4453867552,1.473013661,1.357692171,1.448625345,1.458843541,1.829530277,1.013998738,1.018974951,0.6192249196,-0.1708522474,0.8318352709,0.7966833024,0.7936753336,0.5372718881,-0.9857146848,0.8852951752
1.170624429,0.7615165378,0.7878578695,1.10518236,0.7031150453,1.121095661,0.6504801061,0.2899914806,0.9188657852,1.288280561,1.217133115,1.468302147,1.467411219,1.832165352,1.017789332,1.029845975,0.6300077733,-0.07733508768,0.8580488394,0.827263056,0.8158338615,0.3912632809,-0.7574768549,0.8013402729
1.279883706,0.7343555948,0.7194931293,1.171780165,0.7028826338,1.646427752,0.713981239,0.3468913543,0.7287755679,1.204771961,1.166757847,1.656016916,1.475438399,1.83867323,1.018519263,1.03256871,0.6364507176,0.003189890983,0.8845729571,0.8048396449,0.8196713676,0.3251799571,-0.7712746553,0.9658207239
1.279883706,0.8335409972,0.7907344886,1.329726262,0.8232333296,1.350612357,0.8504234049,0.8736376344,0.5876202769,1.325001292,1.351138982,1.553368557,1.48720853,1.857466674,1.039545196,1.048208531,0.6481002591,0.08881907381,0.9006183536,0.8174953964,0.8310103159,0.4033306636,-0.6640338781,0.7305002269
1.279883706,0.8225171882,0.8660270454,1.213648557,0.6940355449,1.156348369,0.7688445954,0.8082578779,0.3988895299,1.061461054,1.209577152,1.395433178,1.552099021,1.901893766,1.062026676,1.0654374,0.6800796365,-0.06160303466,0.9210707484,0.8312276213,0.8407668369,0.4935671964,-0.7643611387,0.7293958084
1.216340685,0.9328589602,1.008310172,1.290611955,0.9267632,1.706261671,0.6209294669,1.002037757,1.436536015,0.7528901935,1.208881328,1.561785364,1.586129019,1.896041198,1.08356337,1.073623197,0.6944996892,-0.09162570561,0.9370637418,0.8180789068,0.8470594735,0.5065977376,-0.878662848,1.103059001
1.216340685,0.9938096848,1.144468062,1.299720947,0.7077589121,1.196976906,0.544387734,0.5539008534,1.08772031,0.4716005972,0.9912379601,1.336199638,1.550979439,1.847390916,1.125193095,1.08448838,0.6960690833,0.03960197058,0.9568762502,0.881874159,0.8670303242,0.4734063701,-0.6901891508,1.513760649
1.216340685,0.9919876575,1.224856387,1.103140762,0.6865619113,1.053794387,0.4838414249,0.9009935263,1.046810944,0.1099209344,0.451791303,1.742789987,1.383664086,1.719794907,1.12319705,1.055065293,0.7122184738,0.05801998445,0.987893034,0.9840006319,0.8910227905,0.4222684072,-0.8493263659,1.624343691
1.132177874,1.370995009,1.29631659,0.7744833606,0.01439891322,1.373074716,0.07737115395,0.6496523749,-0.1437647029,0.0406546906,0.5126349423,1.418528578,1.422677581,1.779382358,1.092119552,1.061105943,0.7252538209,0.143271796,0.9980263097,0.8741039199,0.8834421962,0.3789877189,-0.5332149969,1.631617249
1.132177874,1.397694534,1.478442843,1.015130005,0.05975308529,1.06730476,0.2012964686,0.143014898,-0.1108180419,0.6727016128,0.9002386815,0.9293057664,1.472994493,1.820779233,1.100579812,1.098093689,0.7381160023,0.04846421508,1.008184807,0.8854795856,0.8932769721,0.3309183806,-0.7034260587,0.599989462
1.132177874,1.198901632,1.295908129,1.003522449,0.3077563377,0.949227254,0.6004174988,-0.1833364486,-0.1557834611,1.267088966,0.8276233823,0.7353485225,1.478252208,1.815689643,1.089960131,1.10825428,0.7478582622,-0.02593024239,1.018150646,0.8658610845,0.9011412274,0.3220215479,-0.8205091409,0.693429476
1.147799389,1.018867168,1.231533586,1.078179476,0.6168720182,1.190558796,0.8495119313,0.09880002694,0.107041947,1.506578739,0.8634072309,1.251018562,1.472309904,1.8226238,1.096902903,1.125593608,0.7454141727,-0.0550779738,1.022027129,0.8632583351,0.9082312838,0.4396472772,-0.9466689117,1.127541783
1.147799389,1.053823016,1.110865798,0.9468345332,0.7191014056,1.317911239,0.9524726935,0.1040944113,0.1455139814,1.433071838,0.8980468693,1.252107419,1.442615885,1.825680132,1.096553148,1.135459181,0.7328079337,-0.05182200635,1.032883922,0.8425743779,0.9181149275,0.4809855183,-0.969983831,0.7032790387
1.147799389,0.8494515038,0.9134011261,0.8370099136,0.6656620303,1.028993679,0.8742447378,0.3029781975,0.1389127557,1.353928896,0.2978506865,0.9717196432,1.413552104,1.805443666,1.093768045,1.143259739,0.7237125749,-0.09173596003,1.045739231,0.8518626681,0.9301146646,0.4940713804,-0.969983831,0.7957404254
1.246373721,0.9740866243,0.8721045149,0.781796074,1.030013629,1.500122917,1.039447416,0.9825597085,0.7416474493,1.282559629,0.669144914,1.26462347,1.397722185,1.809284304,1.094138624,1.146260956,0.7177709786,-0.02121321891,1.060253106,0.8385124822,0.9340873305,0.5451261158,-0.9389708798,0.9028290709
1.246373721,0.893808384,0.9714118314,1.026302649,0.7294745127,1.229676326,0.7871523298,0.6180383737,0.4884657285,1.095368259,0.7590955354,1.058924103,1.392681835,1.812935058,1.111037497,1.162883545,0.7162001712,-0.0511713364,1.068126717,0.8541871135,0.9433651651,0.5902899452,-0.9936374776,0.8828145275
1.246373721,0.944313853,1.059343336,0.9602191461,0.6642469779,1.434255007,0.7453714032,0.8511394588,0.2933911874,0.8571699956,1.050620755,1.278140366,1.419095297,1.826855023,1.126282272,1.176866338,0.7144547427,0.1678682766,1.077450559,0.8838372747,0.954670075,0.6022351362,-0.7437950037,0.7567483295
1.204408178,1.147404595,1.242769498,0.9409697496,0.557087388,1.310557881,0.5900049925,1.05396338,0.2790667094,0.5101737578,0.9925761557,1.369855488,1.406370795,1.773511128,1.139664858,1.177881523,0.7174179697,0.1611215902,1.085325,0.879624431,0.9602453469,0.510719776,-0.7851903871,1.071697835
1.204408178,1.230916979,1.388491915,1.076539186,0.1903981233,1.103583931,0.3499621678,0.4740156391,-0.1456847682,0.266330553,0.7607491996,1.263584229,1.361175305,1.698497183,1.181490568,1.184579192,0.7328758305,0.2736259988,1.096841,0.9280351075,0.9727473658,0.4921955307,-0.7506215576,1.128798712
1.204408178,1.154403495,1.341330968,0.8220775138,0.5727740831,1.06460829,0.6185982056,0.7947978149,0.3870600803,0.3680819857,0.2084441917,1.859868832,1.184970347,1.48151083,1.174809461,1.145893558,0.7351422802,0.3631133684,1.113559413,1.012787342,0.9918708509,0.401897704,-0.6129510777,1.375281952
1.046870914,1.610250596,1.415746777,0.4075509672,0.0784439356,1.07373504,0.3166389908,0.8065425808,-0.6510782442,0.2633588724,0.1767447074,0.8729322234,1.214963209,1.46605126,1.136100588,1.143475068,0.735839963,0.3686838486,1.111114602,0.9108850854,0.9812382756,0.3583028867,-0.2483874512,1.518451047
1.046870914,1.360396501,1.421248207,0.7182782313,-0.1617265695,0.8330838359,0.1471310149,-0.04224452263,-0.6538770855,0.118788581,0.1904096557,0.05852347278,1.217288047,1.422827268,1.124116802,1.158367331,0.7381064127,0.5580382584,1.105013343,0.9010766549,0.9832445153,0.4051376762,-0.2584687881,0.6426175468
1.046870914,1.127036508,1.349373997,0.7654381931,0.7619383242,1.194839294,0.8361871612,0.9328124744,0.3677977969,1.014541635,0.6880789817,0.6673245875,1.201389055,1.39179442,1.125322661,1.171873646,0.7537371818,0.8214783257,1.090761602,0.891062792,0.9902589183,0.4122726864,-0.2584687881,0.7223640863
1.002559835,1.052387711,1.349373997,0.7865232794,0.5600358716,0.8006083019,0.9186401265,-0.2677812949,-0.1543388992,1.077854962,0.33618018,0.4910444774,1.145085054,1.352511395,1.116904773,1.170032555,0.7803985718,0.6535028355,1.086817424,0.8599644385,0.9878480738,0.5144032453,-0.4010542709,1.072740942
1.002559835,0.9310082437,1.124694549,0.6497197005,0.8354089233,0.6980901305,1.139268884,0.3169078085,0.0350974187,1.338804381,0.2672249258,0.4103941874,1.080150183,1.299242447,1.109175687,1.162717935,0.7927411538,0.7992731438,1.088008074,0.856233557,0.9952919181,0.5455359802,-0.4065827336,0.6058306572
1.002559835,0.7626763642,0.9975551364,0.5901613737,1.240119837,0.9341427425,1.281440847,0.8466216321,0.8400067783,1.369758258,-0.02120677987,0.4082764636,1.012521178,1.254058916,1.098932696,1.153742366,0.8021364108,0.7403519415,1.083875151,0.8568948704,0.9986621753,0.4898455821,-0.3521251251,0.7410460397
1.01856902,0.7619031849,0.8907315194,0.4900705131,1.084958123,1.127687161,1.174782043,1.065893828,0.5329456812,1.286037681,0.3722672136,0.587877392,0.9459705704,1.211263353,1.084950064,1.13962025,0.8099693012,0.9583470257,1.087322967,0.8321522065,1.003240999,0.4419023588,-0.294253321,0.8688105189
1.01856902,0.8399887809,0.9989015173,0.640931938,0.703347436,0.5117828156,0.8995923106,0.846056475,0.04236279012,0.988303933,0.3088323805,0.3424952383,0.895991283,1.164511581,1.079795285,1.140854542,0.8165860496,1.13273951,1.081351567,0.824732163,1.004303434,0.3397319445,-0.1699081291,0.6256559212
1.01856902,0.8859511542,1.036369389,0.5197283155,0.8609026686,0.6487951133,0.9028314038,1.013885486,0.4983581485,0.8791065533,-0.1563488129,0.2502896915,0.8867150454,1.111630193,1.072775784,1.132882398,0.8423881795,1.340790165,1.079160107,0.8203010196,1.014241911,0.3014897372,0.2572551862,0.6558369025
0.9073908162,1.143900432,1.237364596,0.567513194,0.8889625652,0.8067387562,0.968094228,1.170115158,0.4106767703,0.8833811764,0.2139008324,0.1444246128,0.8353311847,1.020762893,1.07086651,1.122084693,0.8808643425,1.270089139,1.080706463,0.8314536632,1.022807786,0.3285406693,0.1348967312,0.7942224319
0.9073908162,1.138287218,1.302029505,0.461176552,0.493375323,0.6140987554,0.5988834499,0.7514747573,0.1490292488,0.6114112213,-0.1936508902,0.1853685268,0.750245283,0.9179900759,1.091897251,1.116538234,0.8980505133,1.264860318,1.085976202,0.8762755657,1.030863842,0.3232099952,0.2199965647,0.6112156903
0.9073908162,1.121398966,1.327206269,0.2307282514,1.103747966,0.1053731241,0.8625281502,1.556627236,1.173207522,0.6014732358,-0.6562176943,0.5895214588,0.5368802904,0.7175589109,1.07511694,1.070053132,0.8956064239,1.298803607,1.102783165,0.9588803976,1.060217358,0.2545154477,0.5312233158,1.250784495
